ts,CH2,CH3,CH4
20251222_143155,49.3915592752526,43.0070731413734,18.6219802505298
20251222_143246,6.2658587127013,6.667862393959,57.1846181072892
20251222_143337,0.2099666466809484,19.0257126612335,338.3084876289294
20251222_143428,338.4317217796799,337.9329251774822,33.6501628555419
20251222_143519,353.4379153559241,347.9925984972757,345.47219781798
20251222_143610,17.835885109483,9.7355373222718,301.6760558158024
20251222_143701,42.6750124985752,43.3850980643646,2.9719294991664
20251222_143752,51.8242255008636,34.665915711649,46.917179470396
20251222_143843,83.3284026854303,34.4856627345485,11.2108944350094
20251222_143934,88.9446079391351,36.8915610500827,2.9600492734285
20251222_144025,322.0984905469328,22.8612016404646,347.232349800969
20251222_144116,36.2776149206386,35.1253781342072,27.3725838807267
20251222_144207,40.692984443602,52.561510409,128.0385770465471
20251222_144258,358.9830940101785,53.3957189313943,337.8798728009044
20251222_144349,346.6053827325131,355.3545960433144,343.4715205926944
20251222_144440,22.508471506899,43.4177869441074,324.5194843954133
20251222_144531,341.901649181955,334.0408067982347,306.3623501741379
20251222_144622,356.3072164331078,345.7299303794903,40.5542025080622
20251222_144713,55.2379419128422,24.2109217499149,302.989221380158
20251222_144804,37.32852535013,38.4444797154523,10.208154512926
20251222_144855,18.1095728467818,340.8281933763612,331.87273967715
20251222_144946,343.3944393023442,328.0939643332594,224.1172827
20251222_145037,341.3265691360644,343.312663751391,349.9465529433649
20251222_145128,330.1311247444315,337.0970014662882,296.9311265225456
20251222_145219,44.7470622588692,4.5465441217847,349.7020356868575
20251222_145310,78.6262175920899,211.054767198997,97.5231739654288
20251222_145401,241.3845631690578,193.9113871802053,167.0760658322545
20251222_145452,2.4702433568017,3.3604547645528,71.4494504208725
20251222_145543,342.2093371357847,328.3729622483498,315.1912596563383
20251222_145634,323.1755299254461,328.341251942022,15.6249636170913
20251222_145725,202.2037504055591,195.3108547323922,191.3918387063696
20251222_145816,17.5864838747499,1.8806307823006,10.7313181575725
20251222_145907,28.0820144519253,11.0977284953774,16.8982668470913
20251222_145958,3.62843650735,21.4103332717718,3.52365461702
20251222_150049,324.4705938218784,336.8315683584038,299.9155032648445
20251222_150140,56.9480207726756,47.4961376965614,49.0085810040899
20251222_150231,129.1577413326858,203.631783192963,168.8901844021946
20251222_150322,14.6490577125,3.0901690683441,243.8932865467808
20251222_150413,328.3041664565389,334.7594675128159,30.6607337198663
20251222_150504,29.4798318920425,23.2333093802056,0.334008195021223
20251222_150555,307.1839382558516,11.7166267747551,336.2222219028785
